image_path,target
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000379193.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000473003.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000289966.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000090352.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000448633.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000046981.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000545507.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000209056.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000322197.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000312679.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000171321.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000544325.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000091442.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000168822.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000430720.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000046473.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000260957.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000297870.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000302538.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000159456.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000028019.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000471373.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000106379.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000010547.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000326853.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000381301.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000160648.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000023420.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000371928.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000171484.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000561547.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000580695.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000392624.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000438294.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000316142.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000291614.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000176385.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000261503.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000486555.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000128002.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000487953.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000481725.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000233630.jpg,0
/nas/softechict-nas-2/datasets/coco/train2014/COCO_train2014_000000343520.jpg,0
